Symbol,I.HSI,I.HSI,I.HSI,I.HSI
2020-04-24,"23,844.55","23,957.17","23,730.49","23,831.33"
2020-04-25,"23,844.55","23,957.17","23,730.49","23,831.33"
2020-04-26,"23,844.55","23,957.17","23,730.49","23,831.33"
2020-04-27,"24,030.66","24,318.81","24,030.54","24,280.14"
2020-04-28,"24,401.12","24,582.66","24,176.88","24,575.96"
2020-04-29,"24,786.02","24,855.47","24,549.62","24,643.59"
2020-04-30,"24,786.02","24,855.47","24,549.62","24,643.59"
2020-05-01,"24,786.02","24,855.47","24,549.62","24,643.59"
2020-05-02,"24,786.02","24,855.47","24,549.62","24,643.59"
2020-05-03,"24,786.02","24,855.47","24,549.62","24,643.59"
2020-05-04,"23,895.11","23,897.53","23,584.95","23,613.80"
2020-05-05,"23,755.77","23,928.45","23,697.88","23,868.66"
2020-05-06,"23,868.02","24,235.03","23,868.02","24,137.48"
2020-05-07,"24,120.81","24,120.81","23,913.50","23,980.63"
2020-05-08,"24,193.36","24,263.73","24,097.12","24,230.17"
2020-05-09,"24,193.36","24,263.73","24,097.12","24,230.17"
2020-05-10,"24,193.36","24,263.73","24,097.12","24,230.17"
2020-05-11,"24,470.18","24,766.83","24,470.18","24,602.06"
2020-05-12,"24,358.00","24,411.04","24,136.20","24,245.68"
2020-05-13,"24,111.67","24,320.20","23,979.37","24,180.30"
2020-05-14,"24,038.07","24,081.19","23,790.27","23,829.74"
2020-05-15,"23,834.68","23,985.12","23,671.61","23,797.47"
2020-05-16,"23,834.68","23,985.12","23,671.61","23,797.47"
2020-05-17,"23,834.68","23,985.12","23,671.61","23,797.47"
2020-05-18,"23,736.67","23,952.05","23,722.17","23,934.77"
2020-05-19,"24,489.55","24,552.55","24,314.45","24,388.13"
2020-05-20,"24,462.90","24,514.87","24,315.75","24,399.95"
2020-05-21,"24,528.91","24,528.91","24,208.16","24,280.03"
2020-05-22,"23,756.91","23,756.91","22,878.26","22,930.14"
2020-05-23,"23,756.91","23,756.91","22,878.26","22,930.14"
2020-05-24,"23,756.91","23,756.91","22,878.26","22,930.14"
2020-05-25,"22,725.70","22,968.65","22,519.73","22,952.24"
2020-05-26,"23,198.34","23,481.48","23,165.49","23,384.66"
2020-05-27,"23,515.14","23,515.14","23,134.61","23,301.36"
2020-05-28,"23,206.75","23,451.78","22,779.62","23,132.76"
2020-05-29,"22,781.11","23,089.77","22,781.11","22,961.47"
2020-05-30,"22,781.11","23,089.77","22,781.11","22,961.47"
2020-05-31,"22,781.11","23,089.77","22,781.11","22,961.47"
2020-06-01,"23,539.91","23,806.32","23,539.91","23,732.52"
2020-06-02,"23,792.24","23,995.94","23,766.15","23,995.94"
2020-06-03,"24,303.56","24,364.01","24,219.96","24,325.62"
2020-06-04,"24,643.84","24,643.84","24,204.10","24,366.30"
2020-06-05,"24,388.18","24,810.22","24,253.56","24,770.41"
2020-06-06,"24,388.18","24,810.22","24,253.56","24,770.41"
2020-06-07,"24,388.18","24,810.22","24,253.56","24,770.41"
2020-06-08,"25,018.05","25,018.78","24,678.55","24,776.77"
2020-06-09,"24,906.01","25,253.67","24,837.73","25,057.22"
2020-06-10,"25,179.03","25,303.78","24,968.30","25,049.73"
2020-06-11,"24,997.84","25,059.32","24,480.15","24,480.15"
2020-06-12,"23,920.70","24,317.72","23,895.03","24,301.38"
2020-06-13,"23,920.70","24,317.72","23,895.03","24,301.38"
2020-06-14,"23,920.70","24,317.72","23,895.03","24,301.38"
2020-06-15,"23,991.38","24,242.97","23,684.96","23,776.95"
2020-06-16,"24,318.15","24,534.77","24,302.25","24,344.09"
2020-06-17,"24,363.39","24,532.01","24,195.82","24,481.41"
2020-06-18,"24,386.31","24,464.94","24,121.89","24,464.94"
2020-06-19,"24,373.36","24,776.54","24,334.36","24,643.89"
2020-06-20,"24,373.36","24,776.54","24,334.36","24,643.89"
2020-06-21,"24,373.36","24,776.54","24,334.36","24,643.89"
2020-06-22,"24,528.53","24,628.95","24,391.17","24,511.34"
2020-06-23,"24,541.44","24,907.34","24,184.88","24,907.34"
2020-06-24,"25,034.87","25,071.32","24,770.95","24,781.58"
2020-06-25,"25,034.87","25,071.32","24,770.95","24,781.58"
2020-06-26,"24,697.98","24,756.58","24,537.77","24,549.99"
2020-06-27,"24,697.98","24,756.58","24,537.77","24,549.99"
2020-06-28,"24,697.98","24,756.58","24,537.77","24,549.99"
2020-06-29,"24,627.64","24,627.64","24,148.62","24,301.28"
2020-06-30,"24,468.24","24,590.84","24,275.72","24,427.19"
2020-07-01,"24,468.24","24,590.84","24,275.72","24,427.19"
2020-07-02,"24,563.57","25,124.19","24,563.57","25,124.19"
2020-07-03,"25,319.28","25,453.58","25,182.60","25,373.12"
2020-07-04,"25,319.28","25,453.58","25,182.60","25,373.12"
2020-07-05,"25,319.28","25,453.58","25,182.60","25,373.12"
2020-07-06,"25,545.54","26,453.61","25,543.15","26,339.16"
2020-07-07,"26,571.08","26,782.62","25,911.74","25,975.66"
2020-07-08,"26,078.61","26,299.84","25,849.78","26,129.18"
2020-07-09,"26,351.13","26,374.94","26,016.75","26,210.16"
2020-07-10,"25,931.78","26,137.91","25,570.36","25,727.41"
2020-07-11,"25,931.78","26,137.91","25,570.36","25,727.41"
2020-07-12,"25,931.78","26,137.91","25,570.36","25,727.41"
2020-07-13,"25,848.80","26,103.84","25,715.24","25,772.12"
2020-07-14,"25,663.16","25,663.16","25,254.32","25,477.89"
2020-07-15,"25,888.78","25,888.78","25,299.36","25,481.58"
2020-07-16,"25,549.40","25,576.49","24,919.95","24,970.69"
2020-07-17,"25,142.06","25,263.97","25,015.28","25,089.17"
2020-07-18,"25,142.06","25,263.97","25,015.28","25,089.17"
2020-07-19,"25,142.06","25,263.97","25,015.28","25,089.17"
2020-07-20,"25,019.60","25,219.94","24,775.79","25,057.99"
2020-07-21,"25,427.06","25,635.66","25,378.38","25,635.66"
2020-07-22,"25,575.25","25,779.66","25,057.94","25,057.94"
2020-07-23,"25,235.90","25,346.36","24,992.37","25,263.00"
2020-07-24,"25,040.76","25,101.10","24,598.46","24,705.33"
2020-07-25,"25,040.76","25,101.10","24,598.46","24,705.33"
2020-07-26,"25,040.76","25,101.10","24,598.46","24,705.33"
2020-07-27,"24,909.96","24,972.46","24,526.91","24,603.26"
2020-07-28,"24,942.74","24,942.74","24,642.35","24,772.76"
2020-07-29,"24,710.51","24,905.44","24,671.51","24,883.14"
2020-07-30,"24,979.24","25,197.31","24,616.05","24,710.59"
2020-07-31,"24,747.29","24,938.85","24,534.79","24,595.35"
2020-08-01,"24,747.29","24,938.85","24,534.79","24,595.35"
2020-08-02,"24,747.29","24,938.85","24,534.79","24,595.35"
2020-08-03,"24,566.81","24,647.28","24,250.98","24,458.13"
2020-08-04,"24,664.60","25,062.41","24,539.44","24,946.63"
2020-08-05,"25,029.39","25,167.22","24,868.29","25,102.54"
2020-08-06,"25,201.44","25,201.44","24,641.09","24,930.58"
2020-08-07,"24,909.37","24,909.37","24,167.79","24,531.62"
2020-08-08,"24,909.37","24,909.37","24,167.79","24,531.62"
2020-08-09,"24,909.37","24,909.37","24,167.79","24,531.62"
2020-08-10,"24,376.82","24,536.01","24,272.67","24,377.43"
2020-08-11,"24,662.04","25,031.57","24,662.04","24,890.68"
2020-08-12,"24,868.63","25,291.80","24,685.44","25,244.02"
2020-08-13,"25,490.02","25,490.02","25,144.46","25,230.67"
2020-08-14,"25,072.45","25,378.53","25,040.55","25,183.01"
2020-08-15,"25,072.45","25,378.53","25,040.55","25,183.01"
2020-08-16,"25,072.45","25,378.53","25,040.55","25,183.01"
2020-08-17,"25,212.28","25,588.67","25,163.29","25,347.34"
2020-08-18,"25,470.97","25,470.97","25,257.88","25,367.38"
2020-08-19,"25,359.03","25,382.51","25,079.25","25,178.91"
2020-08-20,"25,055.35","25,055.35","24,621.32","24,791.39"
2020-08-21,"25,007.13","25,178.79","24,885.86","25,113.84"
2020-08-22,"25,007.13","25,178.79","24,885.86","25,113.84"
2020-08-23,"25,007.13","25,178.79","24,885.86","25,113.84"
2020-08-24,"25,352.79","25,551.58","25,325.15","25,551.58"
2020-08-25,"25,586.99","25,621.08","25,352.26","25,486.22"
2020-08-26,"25,520.41","25,603.17","25,360.03","25,491.79"
2020-08-27,"25,469.77","25,469.77","25,186.42","25,281.15"
2020-08-28,"25,330.77","25,749.40","25,258.16","25,422.06"
2020-08-29,"25,330.77","25,749.40","25,258.16","25,422.06"
2020-08-30,"25,330.77","25,749.40","25,258.16","25,422.06"
2020-08-31,"25,732.49","25,847.11","25,177.05","25,177.05"
2020-09-01,"25,085.67","25,254.14","24,995.45","25,184.85"
2020-09-02,"25,239.86","25,239.86","24,931.17","25,120.09"
2020-09-03,"25,026.99","25,216.02","24,854.58","25,007.60"
2020-09-04,"24,668.80","24,813.96","24,488.64","24,695.45"
2020-09-05,"24,668.80","24,813.96","24,488.64","24,695.45"
2020-09-06,"24,668.80","24,813.96","24,488.64","24,695.45"
2020-09-07,"24,621.02","24,908.29","24,475.61","24,589.65"
2020-09-08,"24,785.26","24,785.26","24,341.32","24,624.34"
2020-09-09,"24,295.42","24,520.92","24,213.36","24,468.93"
2020-09-10,"24,584.94","24,615.60","24,293.21","24,313.54"
2020-09-11,"24,352.63","24,572.66","24,293.03","24,503.31"
2020-09-12,"24,352.63","24,572.66","24,293.03","24,503.31"
2020-09-13,"24,352.63","24,572.66","24,293.03","24,503.31"
2020-09-14,"24,569.03","24,750.95","24,556.52","24,640.28"
2020-09-15,"24,621.65","24,826.87","24,621.65","24,732.76"
2020-09-16,"24,823.96","24,829.87","24,635.24","24,725.63"
2020-09-17,"24,676.41","24,713.79","24,250.90","24,340.85"
2020-09-18,"24,381.13","24,501.16","24,295.01","24,455.41"
2020-09-19,"24,381.13","24,501.16","24,295.01","24,455.41"
2020-09-20,"24,381.13","24,501.16","24,295.01","24,455.41"
2020-09-21,"24,483.91","24,542.55","23,928.02","23,950.69"
2020-09-22,"23,839.67","23,908.51","23,675.62","23,716.85"
2020-09-23,"23,701.12","23,795.19","23,559.99","23,742.51"
2020-09-24,"23,537.83","23,590.42","23,225.33","23,311.07"
2020-09-25,"23,425.75","23,495.26","23,124.25","23,235.42"
2020-09-26,"23,425.75","23,495.26","23,124.25","23,235.42"
2020-09-27,"23,425.75","23,495.26","23,124.25","23,235.42"
2020-09-28,"23,284.09","23,523.81","23,250.34","23,476.05"
2020-09-29,"23,584.61","23,601.40","23,256.92","23,275.53"
2020-09-30,"23,548.89","23,780.87","23,368.49","23,459.05"
2020-10-01,"23,548.89","23,780.87","23,368.49","23,459.05"
2020-10-02,"23,548.89","23,780.87","23,368.49","23,459.05"
2020-10-03,"23,548.89","23,780.87","23,368.49","23,459.05"
2020-10-04,"23,548.89","23,780.87","23,368.49","23,459.05"
2020-10-05,"24,039.39","24,039.39","23,674.52","23,767.78"
2020-10-06,"23,895.21","24,005.03","23,842.25","23,980.65"
2020-10-07,"23,999.79","24,243.91","23,905.42","24,242.86"
2020-10-08,"24,263.33","24,263.33","24,021.93","24,193.35"
2020-10-09,"24,343.81","24,343.81","24,059.29","24,119.13"
2020-10-10,"24,343.81","24,343.81","24,059.29","24,119.13"
2020-10-11,"24,343.81","24,343.81","24,059.29","24,119.13"
2020-10-12,"24,217.25","24,702.81","24,196.80","24,649.68"
2020-10-13,"24,217.25","24,702.81","24,196.80","24,649.68"
2020-10-14,"24,808.85","24,808.85","24,503.47","24,667.09"
2020-10-15,"24,533.75","24,573.25","24,102.21","24,158.54"
2020-10-16,"24,194.41","24,456.97","24,194.41","24,386.79"
2020-10-17,"24,194.41","24,456.97","24,194.41","24,386.79"
2020-10-18,"24,194.41","24,456.97","24,194.41","24,386.79"
2020-10-19,"24,565.43","24,764.65","24,485.38","24,542.26"
2020-10-20,"24,571.64","24,600.39","24,456.84","24,569.54"
2020-10-21,"24,695.54","24,903.00","24,653.16","24,754.42"
2020-10-22,"24,696.31","24,817.01","24,556.55","24,786.13"
2020-10-23,"24,773.12","24,970.59","24,683.25","24,918.78"
2020-10-24,"24,773.12","24,970.59","24,683.25","24,918.78"
2020-10-25,"24,773.12","24,970.59","24,683.25","24,918.78"
2020-10-26,"24,773.12","24,970.59","24,683.25","24,918.78"
2020-10-27,"24,839.97","24,872.52","24,602.11","24,787.19"
2020-10-28,"24,773.54","24,844.79","24,586.06","24,708.80"
2020-10-29,"24,290.01","24,678.90","24,258.56","24,586.60"
2020-10-30,"24,535.90","24,600.54","24,029.95","24,107.42"
2020-10-31,"24,535.90","24,600.54","24,029.95","24,107.42"
2020-11-01,"24,535.90","24,600.54","24,029.95","24,107.42"
2020-11-02,"24,274.83","24,486.02","24,232.66","24,460.01"
2020-11-03,"24,689.56","25,048.53","24,689.51","24,939.73"
2020-11-04,"24,790.00","25,093.72","24,733.23","24,886.14"
2020-11-05,"25,500.91","25,695.92","25,343.44","25,695.92"
2020-11-06,"25,750.78","25,799.97","25,540.98","25,712.97"
2020-11-07,"25,750.78","25,799.97","25,540.98","25,712.97"
2020-11-08,"25,750.78","25,799.97","25,540.98","25,712.97"
2020-11-09,"26,157.77","26,172.23","25,950.41","26,016.17"
2020-11-10,"26,474.04","26,474.04","26,041.87","26,301.48"
2020-11-11,"26,226.80","26,432.56","26,168.63","26,226.98"
2020-11-12,"26,409.34","26,460.94","26,071.15","26,169.38"
2020-11-13,"26,114.60","26,156.86","25,909.18","26,156.86"
2020-11-14,"26,114.60","26,156.86","25,909.18","26,156.86"
2020-11-15,"26,114.60","26,156.86","25,909.18","26,156.86"
2020-11-16,"26,362.07","26,394.40","26,191.54","26,381.67"
2020-11-17,"26,515.09","26,530.54","26,339.88","26,415.09"
2020-11-18,"26,434.24","26,618.01","26,344.86","26,544.29"
2020-11-19,"26,460.61","26,460.61","26,311.64","26,356.97"
2020-11-20,"26,406.87","26,564.25","26,313.28","26,451.54"
2020-11-21,"26,406.87","26,564.25","26,313.28","26,451.54"
2020-11-22,"26,406.87","26,564.25","26,313.28","26,451.54"
2020-11-23,"26,659.79","26,662.66","26,369.34","26,486.20"
2020-11-24,"26,630.34","26,630.34","26,409.77","26,588.20"
2020-11-25,"26,819.96","27,040.41","26,591.30","26,669.75"
2020-11-26,"26,695.25","26,819.45","26,612.00","26,819.45"
2020-11-27,"26,758.49","27,009.15","26,704.60","26,894.68"
2020-11-28,"26,758.49","27,009.15","26,704.60","26,894.68"
2020-11-29,"26,758.49","27,009.15","26,704.60","26,894.68"
2020-11-30,"26,853.39","26,960.93","26,322.68","26,341.49"
2020-12-01,"26,422.71","26,662.18","26,375.24","26,567.68"
2020-12-02,"26,670.12","26,670.12","26,379.48","26,532.58"
2020-12-03,"26,623.42","26,781.99","26,556.02","26,728.50"
2020-12-04,"26,811.59","26,835.92","26,652.34","26,835.92"
2020-12-05,"26,811.59","26,835.92","26,652.34","26,835.92"
2020-12-06,"26,811.59","26,835.92","26,652.34","26,835.92"
2020-12-07,"26,870.58","26,870.58","26,256.40","26,506.85"
2020-12-08,"26,460.35","26,460.35","26,270.91","26,304.56"
2020-12-09,"26,510.42","26,666.94","26,445.66","26,502.84"
2020-12-10,"26,335.26","26,428.09","26,301.85","26,410.59"
2020-12-11,"26,634.21","26,704.01","26,443.01","26,505.87"
2020-12-12,"26,634.21","26,704.01","26,443.01","26,505.87"
2020-12-13,"26,634.21","26,704.01","26,443.01","26,505.87"
2020-12-14,"26,522.10","26,544.12","26,318.11","26,389.52"
2020-12-15,"26,418.93","26,436.04","26,127.68","26,207.29"
2020-12-16,"26,421.21","26,510.19","26,318.74","26,460.29"
2020-12-17,"26,608.44","26,678.38","26,390.59","26,678.38"
2020-12-18,"26,650.49","26,668.10","26,363.05","26,498.60"
2020-12-19,"26,650.49","26,668.10","26,363.05","26,498.60"
2020-12-20,"26,650.49","26,668.10","26,363.05","26,498.60"
2020-12-21,"26,422.62","26,498.65","26,274.65","26,306.68"
2020-12-22,"26,260.78","26,365.20","25,998.87","26,119.25"
2020-12-23,"26,083.11","26,343.10","26,082.25","26,343.10"
2020-12-24,"26,342.87","26,470.40","26,221.30","26,386.56"
2020-12-25,"26,342.87","26,470.40","26,221.30","26,386.56"
2020-12-26,"26,342.87","26,470.40","26,221.30","26,386.56"
2020-12-27,"26,342.87","26,470.40","26,221.30","26,386.56"
2020-12-28,"26,288.37","26,514.08","26,264.32","26,314.63"
2020-12-29,"26,490.45","26,618.78","26,432.91","26,568.49"
2020-12-30,"26,695.11","27,159.47","26,670.97","27,147.11"
2020-12-31,"27,194.79","27,340.99","27,163.51","27,231.13"
2021-01-01,"27,194.79","27,340.99","27,163.51","27,231.13"
2021-01-02,"27,194.79","27,340.99","27,163.51","27,231.13"
2021-01-03,"27,194.79","27,340.99","27,163.51","27,231.13"
2021-01-04,"27,087.13","27,502.83","27,079.24","27,472.81"
2021-01-05,"27,281.34","27,690.21","27,150.38","27,649.86"
2021-01-06,"27,613.34","27,756.43","27,389.78","27,692.30"
2021-01-07,"27,715.94","27,752.36","27,457.47","27,548.52"
2021-01-08,"27,630.03","27,920.77","27,538.20","27,878.22"
2021-01-09,"27,630.03","27,920.77","27,538.20","27,878.22"
2021-01-10,"27,630.03","27,920.77","27,538.20","27,878.22"
2021-01-11,"28,003.98","28,176.65","27,794.81","27,908.22"
2021-01-12,"27,894.29","28,276.75","27,781.72","28,276.75"
2021-01-13,"28,309.32","28,414.54","28,136.64","28,235.60"
2021-01-14,"28,408.12","28,510.92","28,280.09","28,496.86"
2021-01-15,"28,394.37","28,667.59","28,294.66","28,573.86"
2021-01-16,"28,394.37","28,667.59","28,294.66","28,573.86"
2021-01-17,"28,394.37","28,667.59","28,294.66","28,573.86"
2021-01-18,"28,454.59","28,864.25","28,390.29","28,862.77"
2021-01-19,"29,100.17","29,848.43","29,100.17","29,642.28"
2021-01-20,"29,794.41","29,993.47","29,676.54","29,962.47"
2021-01-21,"29,951.78","30,135.50","29,745.87","29,927.76"
2021-01-22,"29,809.23","29,862.89","29,413.52","29,447.85"
2021-01-23,"29,809.23","29,862.89","29,413.52","29,447.85"
2021-01-24,"29,809.23","29,862.89","29,413.52","29,447.85"
2021-01-25,"29,677.30","30,191.16","29,673.26","30,159.01"
2021-01-26,"29,892.85","29,965.11","29,345.74","29,391.26"
2021-01-27,"29,556.58","29,636.63","29,194.37","29,297.53"
2021-01-28,"28,914.85","29,191.68","28,467.01","28,550.77"
2021-01-29,"28,826.18","28,972.06","28,259.73","28,283.71"
2021-01-30,"28,826.18","28,972.06","28,259.73","28,283.71"
2021-01-31,"28,826.18","28,972.06","28,259.73","28,283.71"
2021-02-01,"28,457.85","28,982.77","28,382.26","28,892.86"
2021-02-02,"29,378.12","29,511.00","29,198.86","29,248.70"
2021-02-03,"29,305.41","29,312.00","28,967.01","29,307.46"
2021-02-04,"29,093.54","29,409.00","28,775.38","29,113.50"
2021-02-05,"29,305.09","29,495.64","29,184.09","29,288.68"
2021-02-06,"29,305.09","29,495.64","29,184.09","29,288.68"
2021-02-07,"29,305.09","29,495.64","29,184.09","29,288.68"
2021-02-08,"29,629.08","29,706.08","29,293.64","29,319.47"
2021-02-09,"29,442.50","29,527.67","29,263.98","29,476.19"
2021-02-10,"29,796.19","30,075.50","29,732.23","30,038.72"
2021-02-11,"29,995.28","30,184.17","29,828.62","30,173.57"
2021-02-12,"29,995.28","30,184.17","29,828.62","30,173.57"
2021-02-13,"29,995.28","30,184.17","29,828.62","30,173.57"
2021-02-14,"29,995.28","30,184.17","29,828.62","30,173.57"
2021-02-15,"29,995.28","30,184.17","29,828.62","30,173.57"
2021-02-16,"30,675.82","30,793.48","30,497.40","30,746.66"
2021-02-17,"30,636.37","31,168.30","30,503.46","31,084.94"
2021-02-18,"31,183.36","31,183.36","30,570.55","30,595.27"
2021-02-19,"30,483.46","30,720.15","30,099.71","30,644.73"
2021-02-20,"30,483.46","30,720.15","30,099.71","30,644.73"
2021-02-21,"30,483.46","30,720.15","30,099.71","30,644.73"
2021-02-22,"31,071.61","31,071.61","30,298.58","30,319.83"
2021-02-23,"30,189.97","30,948.47","30,126.40","30,632.64"
2021-02-24,"30,702.65","30,792.88","29,532.68","29,718.24"
2021-02-25,"30,174.22","30,453.12","29,833.05","30,074.17"
2021-02-26,"29,412.13","29,579.67","28,980.21","28,980.21"
2021-02-27,"29,412.13","29,579.67","28,980.21","28,980.21"
2021-02-28,"29,412.13","29,579.67","28,980.21","28,980.21"
2021-03-01,"29,457.89","29,550.75","29,195.97","29,452.57"
2021-03-02,"29,708.39","29,765.96","28,957.31","29,095.86"
2021-03-03,"29,249.43","29,912.00","29,183.59","29,880.42"
2021-03-04,"29,525.48","29,597.16","29,102.10","29,236.79"
2021-03-05,"28,667.14","29,397.27","28,513.13","29,098.29"
2021-03-06,"28,667.14","29,397.27","28,513.13","29,098.29"
2021-03-07,"28,667.14","29,397.27","28,513.13","29,098.29"
2021-03-08,"29,362.59","29,386.33","28,422.27","28,540.83"
2021-03-09,"28,665.26","29,047.13","28,326.13","28,773.23"
2021-03-10,"29,255.37","29,255.37","28,710.91","28,907.52"
2021-03-11,"28,909.98","29,412.42","28,893.21","29,385.61"
2021-03-12,"29,550.37","29,550.37","28,707.35","28,739.72"
2021-03-13,"29,550.37","29,550.37","28,707.35","28,739.72"
2021-03-14,"29,550.37","29,550.37","28,707.35","28,739.72"
2021-03-15,"28,923.95","29,178.99","28,612.74","28,833.76"
2021-03-16,"29,036.82","29,118.62","28,872.40","29,027.69"
2021-03-17,"28,992.24","29,180.01","28,780.23","29,034.12"
2021-03-18,"29,317.61","29,596.58","29,317.61","29,405.72"
2021-03-19,"29,158.48","29,271.40","28,737.54","28,990.94"
2021-03-20,"29,158.48","29,271.40","28,737.54","28,990.94"
2021-03-21,"29,158.48","29,271.40","28,737.54","28,990.94"
2021-03-22,"28,801.09","29,139.07","28,801.09","28,885.34"
2021-03-23,"29,008.02","29,043.18","28,376.22","28,497.38"
2021-03-24,"28,437.49","28,457.87","27,827.05","27,918.14"
2021-03-25,"27,628.08","28,032.01","27,505.08","27,899.61"
2021-03-26,"28,043.65","28,415.15","28,014.29","28,336.43"
2021-03-27,"28,043.65","28,415.15","28,014.29","28,336.43"
2021-03-28,"28,043.65","28,415.15","28,014.29","28,336.43"
2021-03-29,"28,317.32","28,484.66","28,132.36","28,338.30"
2021-03-30,"28,552.77","28,694.15","28,371.23","28,577.50"
2021-03-31,"28,802.53","28,802.53","28,332.78","28,378.35"
2021-04-01,"28,594.55","28,938.74","28,511.65","28,938.74"
2021-04-02,"28,594.55","28,938.74","28,511.65","28,938.74"
2021-04-03,"28,594.55","28,938.74","28,511.65","28,938.74"
2021-04-04,"28,594.55","28,938.74","28,511.65","28,938.74"
2021-04-05,"28,594.55","28,938.74","28,511.65","28,938.74"
2021-04-06,"28,594.55","28,938.74","28,511.65","28,938.74"
2021-04-07,"29,101.40","29,101.40","28,598.86","28,674.80"
2021-04-08,"28,604.12","29,054.82","28,587.11","29,008.07"
2021-04-09,"29,152.44","29,152.44","28,604.55","28,698.80"
2021-04-10,"29,152.44","29,152.44","28,604.55","28,698.80"
2021-04-11,"29,152.44","29,152.44","28,604.55","28,698.80"
2021-04-12,"28,791.97","28,791.97","28,274.27","28,453.28"
2021-04-13,"28,557.84","28,877.15","28,452.12","28,497.25"
2021-04-14,"28,796.55","28,979.35","28,685.06","28,900.83"
2021-04-15,"28,872.82","28,884.57","28,530.99","28,793.14"
2021-04-16,"28,827.17","29,079.18","28,711.11","28,969.71"
2021-04-17,"28,827.17","29,079.18","28,711.11","28,969.71"
2021-04-18,"28,827.17","29,079.18","28,711.11","28,969.71"
2021-04-19,"28,960.13","29,319.76","28,806.76","29,106.15"
2021-04-20,"28,962.80","29,220.19","28,885.55","29,135.73"
2021-04-21,"28,702.27","28,778.36","28,506.76","28,621.92"
2021-04-22,"28,716.98","28,848.02","28,597.00","28,755.34"
2021-04-23,"28,798.45","29,078.75","28,748.57","29,078.75"
2021-04-24,"28,798.45","29,078.75","28,748.57","29,078.75"
2021-04-25,"28,798.45","29,078.75","28,748.57","29,078.75"
2021-04-26,"29,106.45","29,238.99","28,908.65","28,952.83"
2021-04-27,"28,895.38","29,045.11","28,793.22","28,941.54"
2021-04-28,"28,991.94","29,071.34","28,887.33","29,071.34"
2021-04-29,"29,268.21","29,405.12","29,162.87","29,303.26"
2021-04-30,"29,143.43","29,154.75","28,701.69","28,724.88"
2021-05-01,"29,143.43","29,154.75","28,701.69","28,724.88"
2021-05-02,"29,143.43","29,154.75","28,701.69","28,724.88"
2021-05-03,"28,659.91","28,684.83","28,256.03","28,357.54"
2021-05-04,"28,438.15","28,577.52","28,321.34","28,557.14"
2021-05-05,"28,427.67","28,677.36","28,325.96","28,417.98"
2021-05-06,"28,647.97","28,753.97","28,384.12","28,637.46"
2021-05-07,"28,721.13","28,884.03","28,530.71","28,610.65"
2021-05-08,"28,721.13","28,884.03","28,530.71","28,610.65"
2021-05-09,"28,721.13","28,884.03","28,530.71","28,610.65"
2021-05-10,"28,776.99","28,842.11","28,453.14","28,595.66"
2021-05-11,"28,286.56","28,286.56","27,910.71","28,013.81"
2021-05-12,"28,073.92","28,231.04","27,897.47","28,231.04"
2021-05-13,"27,920.01","28,060.93","27,718.67","27,718.67"
2021-05-14,"27,872.69","28,064.01","27,715.88","28,027.57"
2021-05-15,"27,872.69","28,064.01","27,715.88","28,027.57"
2021-05-16,"27,872.69","28,064.01","27,715.88","28,027.57"
2021-05-17,"28,130.51","28,268.39","28,074.14","28,194.09"
2021-05-18,"28,438.03","28,617.34","28,438.03","28,593.81"
2021-05-19,"28,438.03","28,617.34","28,438.03","28,593.81"
2021-05-20,"28,413.49","28,508.24","28,293.23","28,450.29"
2021-05-21,"28,584.34","28,584.34","28,286.92","28,458.44"
2021-05-22,"28,584.34","28,584.34","28,286.92","28,458.44"
2021-05-23,"28,584.34","28,584.34","28,286.92","28,458.44"
2021-05-24,"28,417.99","28,444.36","28,195.52","28,412.26"
2021-05-25,"28,461.50","28,929.24","28,461.50","28,910.86"
2021-05-26,"29,056.28","29,261.86","29,027.95","29,166.01"
2021-05-27,"28,998.39","29,157.95","28,950.72","29,113.20"
2021-05-28,"29,219.46","29,336.13","29,033.72","29,124.41"
2021-05-29,"29,219.46","29,336.13","29,033.72","29,124.41"
2021-05-30,"29,219.46","29,336.13","29,033.72","29,124.41"
2021-05-31,"29,225.46","29,225.46","28,909.52","29,151.80"
2021-06-01,"29,159.06","29,480.16","29,036.45","29,468.00"
2021-06-02,"29,414.64","29,490.61","29,208.73","29,297.62"
2021-06-03,"29,365.32","29,377.90","28,902.67","28,966.03"
2021-06-04,"28,837.95","29,023.18","28,737.97","28,918.10"
2021-06-05,"28,837.95","29,023.18","28,737.97","28,918.10"
2021-06-06,"28,837.95","29,023.18","28,737.97","28,918.10"
2021-06-07,"28,985.60","29,003.99","28,615.61","28,787.28"
2021-06-08,"28,900.52","28,979.20","28,638.31","28,781.38"
2021-06-09,"28,771.14","28,859.58","28,687.69","28,742.63"
2021-06-10,"28,792.02","28,954.40","28,664.94","28,738.88"
2021-06-11,"28,864.90","28,965.15","28,743.82","28,842.13"
2021-06-12,"28,864.90","28,965.15","28,743.82","28,842.13"
2021-06-13,"28,864.90","28,965.15","28,743.82","28,842.13"
2021-06-14,"28,864.90","28,965.15","28,743.82","28,842.13"
2021-06-15,"28,946.44","28,946.44","28,453.48","28,638.53"
2021-06-16,"28,609.37","28,648.64","28,403.64","28,436.84"
2021-06-17,"28,240.88","28,558.59","28,216.09","28,558.59"
2021-06-18,"28,586.04","28,830.85","28,532.08","28,801.27"
2021-06-19,"28,586.04","28,830.85","28,532.08","28,801.27"
2021-06-20,"28,586.04","28,830.85","28,532.08","28,801.27"
