Symbol	FJ.HK.1	FJ.HK.1	FJ.HK.1	FJ.HK.1	FJ.HK.1	FJ.HK.2	FJ.HK.2	FJ.HK.2	FJ.HK.2	FJ.HK.2	FJ.HK.3	FJ.HK.3	FJ.HK.3	FJ.HK.3	FJ.HK.3	FJ.HK.4	FJ.HK.4	FJ.HK.4	FJ.HK.4	FJ.HK.4	FJ.HK.6	FJ.HK.6	FJ.HK.6	FJ.HK.6	FJ.HK.6	FJ.HK.11	FJ.HK.11	FJ.HK.11	FJ.HK.11	FJ.HK.11	FJ.HK.12	FJ.HK.12	FJ.HK.12	FJ.HK.12	FJ.HK.12	FJ.HK.16	FJ.HK.16	FJ.HK.16	FJ.HK.16	FJ.HK.16	FJ.HK.19	FJ.HK.19	FJ.HK.19	FJ.HK.19	FJ.HK.19	FJ.HK.23	FJ.HK.23	FJ.HK.23	FJ.HK.23	FJ.HK.23	FJ.HK.66	FJ.HK.66	FJ.HK.66	FJ.HK.66	FJ.HK.66	FJ.HK.101	FJ.HK.101	FJ.HK.101	FJ.HK.101	FJ.HK.101	FJ.HK.267	FJ.HK.267	FJ.HK.267	FJ.HK.267	FJ.HK.267	FJ.HK.293	FJ.HK.293	FJ.HK.293	FJ.HK.293	FJ.HK.293	FJ.HK.2388	FJ.HK.2388	FJ.HK.2388	FJ.HK.2388	FJ.HK.2388	FJ.HK.5	FJ.HK.5	FJ.HK.5	FJ.HK.5	FJ.HK.5	FJ.HK.144	FJ.HK.144	FJ.HK.144	FJ.HK.144	FJ.HK.144	FJ.HK.883	FJ.HK.883	FJ.HK.883	FJ.HK.883	FJ.HK.883	FJ.HK.941	FJ.HK.941	FJ.HK.941	FJ.HK.941	FJ.HK.941	FJ.HK.1199	FJ.HK.1199	FJ.HK.1199	FJ.HK.1199	FJ.HK.1199	FJ.HK.17	FJ.HK.17	FJ.HK.17	FJ.HK.17	FJ.HK.17	FJ.HK.83	FJ.HK.83	FJ.HK.83	FJ.HK.83	FJ.HK.83	FJ.HK.291	FJ.HK.291	FJ.HK.291	FJ.HK.291	FJ.HK.291	FJ.HK.762	FJ.HK.762	FJ.HK.762	FJ.HK.762	FJ.HK.762	FJ.HK.1088	FJ.HK.1088	FJ.HK.1088	FJ.HK.1088	FJ.HK.1088
2021-03-26	61	61	60	61		75	75	75	75		12	12	11	11		20	20	20	20		46	46	45	45		151	152	149	149		33	34	33	34		114	114	113	114		54	55	54	55		17	17	17	17		44	45	44	44		20	20	19	20		7	7	7	7		7	7	7	7		28	29	28	28		45	45	44	45		12	12	12	12		8	8	8	8		51	51	50	51		6	6	6	6		39	39	38	38		11	11	11	11		60	62	59	61		4	4	4	4		14	15	14	15	
2021-03-27	61	61	60	61		75	75	75	75		12	12	11	11		20	20	20	20		46	46	45	45		151	152	149	149		33	34	33	34		114	114	113	114		54	55	54	55		17	17	17	17		44	45	44	44		20	20	19	20		7	7	7	7		7	7	7	7		28	29	28	28		45	45	44	45		12	12	12	12		8	8	8	8		51	51	50	51		6	6	6	6		39	39	38	38		11	11	11	11		60	62	59	61		4	4	4	4		14	15	14	15	
2021-03-28	60	62	60	62		74	76	74	76		12	12	12	12		20	21	20	21		45	46	45	46		148	151	148	151		34	34	33	34		113	117	113	116		56	57	55	56		17	17	16	16		44	44	44	44		19	20	19	20		7	7	7	7		7	7	7	7		28	28	28	28		45	45	45	45		12	12	12	12		8	8	8	8		51	51	50	51		6	6	6	6		38	39	38	39		11	11	11	11		60	61	59	61		4	4	4	4		16	16	16	16	
2021-03-29	60	62	60	62		74	76	74	76		11	12	11	12		20	21	20	21		45	46	45	46		148	151	148	151		34	34	33	34		113	117	113	116		56	57	55	56		17	17	16	16		44	44	44	44		19	20	19	20		7	7	7	7		7	7	7	7		28	28	28	28		45	45	45	45		12	12	12	12		8	8	8	8		51	51	50	51		6	6	6	6		38	39	38	39		11	11	11	11		60	61	59	61		4	4	4	4		16	16	16	16	
2021-03-30	63	63	62	62		76	76	76	76		12	12	12	12		20	21	20	21		46	46	46	46		152	152	150	151		34	36	34	36		117	123	117	122		57	59	56	58		17	17	16	17		45	45	44	45		20	21	20	20		7	7	7	7		7	7	7	7		29	29	28	28		45	46	45	45		12	12	12	12		8	8	8	8		51	51	51	51		6	6	6	6		39	41	38	41		11	11	11	11		62	64	61	61		4	4	4	4		16	16	16	16	
2021-03-31	63	63	62	62		76	76	76	76		12	12	12	12		21	21	20	21		46	46	46	46		152	152	151	151		36	36	35	35		122	123	118	118		58	59	58	58		17	17	17	17		45	45	44	44		20	21	20	20		7	8	7	7		7	7	7	7		28	28	27	27		46	46	45	46		12	12	12	12		8	8	8	8		51	51	51	51		6	6	6	6		41	41	40	40		11	11	11	11		61	62	61	61		4	4	4	4		16	16	16	16	
2021-04-01	63	63	62	62		76	76	75	75		12	12	12	12		20	21	20	20		46	46	45	45		151	151	150	151		35	35	35	35		117	118	117	118		58	59	57	58		17	17	16	16		44	44	44	44		20	21	20	20		7	7	7	7		7	7	7	7		27	27	27	27		46	46	45	45		12	12	12	12		8	8	8	8		51	51	51	51		6	6	6	6		40	41	40	40		11	11	11	11		61	63	61	62		4	4	4	4		16	16	16	16	
2021-04-02	63	63	62	62		76	76	75	75		12	12	12	12		20	21	20	20		46	46	45	45		151	151	150	151		35	35	35	35		117	118	117	118		58	59	57	58		17	17	16	16		44	44	44	44		20	21	20	20		7	7	7	7		7	7	7	7		27	27	27	27		46	46	45	45		12	12	12	12		8	8	8	8		51	51	51	51		6	6	6	6		40	41	40	40		11	11	11	11		61	63	61	62		4	4	4	4		16	16	16	16	
2021-04-03	63	63	62	62		76	76	75	75		12	12	12	12		20	21	20	20		46	46	45	45		151	151	150	151		35	35	35	35		117	118	117	118		58	59	57	58		17	17	16	16		44	44	44	44		20	21	20	20		7	7	7	7		7	7	7	7		27	27	27	27		46	46	45	45		12	12	12	12		8	8	8	8		51	51	51	51		6	6	6	6		40	41	40	40		11	11	11	11		61	63	61	62		4	4	4	4		16	16	16	16	
2021-04-04	63	63	62	62		76	76	75	75		12	12	12	12		20	21	20	20		46	46	45	45		151	151	150	151		35	35	35	35		117	118	117	118		58	59	57	58		17	17	16	16		44	44	44	44		20	21	20	20		7	7	7	7		7	7	7	7		27	27	27	27		46	46	45	45		12	12	12	12		8	8	8	8		51	51	51	51		6	6	6	6		40	41	40	40		11	11	11	11		61	63	61	62		4	4	4	4		16	16	16	16	
2021-04-05	63	63	62	62		76	76	75	75		12	12	12	12		20	21	20	20		46	46	45	45		151	151	150	151		35	35	35	35		117	118	117	118		58	59	57	58		17	17	16	16		44	44	44	44		20	21	20	20		7	7	7	7		7	7	7	7		27	27	27	27		46	46	45	45		12	12	12	12		8	8	8	8		51	51	51	51		6	6	6	6		40	41	40	40		11	11	11	11		61	63	61	62		4	4	4	4		16	16	16	16	
2021-04-06	63	64	62	62		74	76	74	75		12	12	12	12		21	21	20	20		45	46	45	46		151	152	150	152		35	35	34	34		117	118	116	117		57	58	57	58		16	17	16	16		44	44	44	44		21	21	20	20		7	7	7	7		7	7	7	7		27	28	27	27		46	46	45	46		12	13	12	13		8	8	8	8		51	51	51	51		7	7	6	6		41	41	40	41		11	11	11	11		62	62	60	60		4	4	4	4		16	16	16	16	
2021-04-07	63	64	62	62		74	76	74	75		12	12	12	12		21	21	20	20		45	46	45	46		151	152	150	152		35	35	34	34		117	118	116	117		57	58	57	58		16	17	16	16		44	44	44	44		21	21	20	20		7	7	7	7		7	7	7	7		27	28	27	27		46	46	45	46		12	13	12	13		8	8	8	8		51	51	51	51		7	7	6	6		41	41	40	41		11	11	11	11		62	62	60	60		4	4	4	4		16	16	16	16	
2021-04-08	62	64	62	64		75	75	75	75		12	12	12	12		20	21	20	21		46	46	46	46		151	153	151	153		34	35	34	35		116	119	116	118		58	60	57	60		16	17	16	17		44	44	44	44		20	21	20	21		7	8	7	8		7	7	7	7		27	27	26	27		46	47	46	47		13	13	12	13		8	8	8	8		51	51	50	51		6	7	6	7		40	41	40	41		11	11	11	11		60	63	60	63		4	4	4	4		16	16	16	16	
2021-04-09	63	63	63	63		75	76	75	75		12	12	12	12		21	21	20	20		46	46	46	46		153	155	152	154		35	35	35	35		118	119	117	118		60	62	60	62		16	17	16	16		44	44	44	44		21	21	21	21		7	8	7	7		7	7	7	7		27	27	26	27		47	47	46	47		13	13	12	13		8	8	8	8		51	51	50	50		7	7	6	6		41	41	40	41		11	11	11	11		62	63	61	61		4	4	4	4		16	16	16	16	
2021-04-10	63	63	63	63		75	76	75	75		12	12	12	12		21	21	20	20		46	46	46	46		153	155	152	154		35	35	35	35		118	119	117	118		60	62	60	62		16	17	16	16		44	44	44	44		21	21	21	21		7	8	7	7		7	7	7	7		27	27	26	27		47	47	46	47		13	13	12	13		8	8	8	8		51	51	50	50		7	7	6	6		41	41	40	41		11	11	11	11		62	63	61	61		4	4	4	4		16	16	16	16	
2021-04-11	63	63	62	62		75	75	75	75		12	12	12	12		20	21	20	21		46	46	45	46		153	153	151	151		34	35	34	35		120	120	117	118		62	62	60	61		16	17	16	17		44	44	44	44		21	21	21	21		8	8	7	7		7	7	7	7		27	27	27	27		47	47	46	46		13	13	12	13		8	8	8	8		50	51	50	50		6	6	6	6		41	41	40	41		11	11	11	11		61	61	60	60		4	4	4	4		16	16	16	16	
2021-04-12	63	63	62	62		75	75	75	75		12	12	12	12		20	21	20	21		46	46	45	46		153	153	151	151		34	35	34	35		120	120	117	118		62	62	60	61		16	17	16	17		44	44	44	44		21	21	21	21		8	8	7	7		7	7	7	7		27	27	27	27		47	47	46	46		13	13	12	13		8	8	8	8		50	51	50	50		6	6	6	6		41	41	40	41		11	11	11	11		61	61	60	60		4	4	4	4		16	16	16	16	
2021-04-13	63	63	62	63		75	76	75	75		12	12	12	12		21	22	21	22		46	47	46	46		151	154	150	153		35	35	34	35		118	120	118	120		61	63	61	62		17	17	17	17		44	44	44	44		21	21	21	21		8	8	8	8		7	7	7	7		27	27	27	27		46	47	46	46		13	13	12	12		8	8	8	8		50	50	50	50		6	7	6	6		41	42	40	42		11	11	11	11		60	63	60	63		4	4	4	4		16	16	16	16	
2021-04-14	63	64	63	63		76	77	76	76		12	12	12	12		22	23	22	23		47	47	47	47		153	154	152	153		35	35	35	35		120	124	120	123		62	62	61	62		17	17	17	17		44	44	44	44		21	21	21	21		8	8	8	8		7	7	7	7		27	28	27	28		46	46	45	46		13	13	12	13		8	8	8	8		50	50	50	50		7	7	6	6		42	43	42	42		11	11	11	11		63	64	62	63		4	4	4	4		16	16	16	16	
2021-04-15	63	64	63	64		76	76	76	76		12	12	12	12		23	23	22	23		47	47	47	47		152	153	151	152		35	35	35	35		123	123	120	121		62	62	61	62		17	17	17	17		45	45	44	44		21	21	21	21		8	8	8	8		7	7	7	7		28	28	27	27		46	46	45	46		13	13	12	13		8	8	8	8		50	50	50	50		6	6	6	6		43	43	42	43		11	11	11	11		63	64	63	63		4	4	4	4		16	17	16	16	
2021-04-16	64	64	63	64		76	77	76	76		12	12	12	12		23	23	23	23		47	47	47	47		152	153	151	152		35	35	35	35		121	121	119	119		62	62	61	62		17	17	17	17		44	45	44	44		21	22	21	22		8	8	8	8		7	7	7	7		27	27	27	27		46	46	45	45		13	13	13	13		8	9	8	8		50	52	50	51		6	6	6	6		43	43	42	42		11	11	11	11		63	65	63	64		4	5	4	4		16	17	16	17	
2021-04-17	64	64	63	64		76	77	76	76		12	12	12	12		23	23	23	23		47	47	47	47		152	153	151	152		35	35	35	35		121	121	119	119		62	62	61	62		17	17	17	17		44	45	44	44		21	22	21	22		8	8	8	8		7	7	7	7		27	27	27	27		46	46	45	45		13	13	13	13		8	9	8	8		50	52	50	51		6	6	6	6		43	43	42	42		11	11	11	11		63	65	63	64		4	5	4	4		16	17	16	17	
2021-04-18	64	65	63	65		76	77	76	77		12	13	12	13		23	23	22	23		47	47	47	47		152	153	151	152		35	35	35	35		120	120	118	119		62	64	61	63		17	17	17	17		44	45	44	44		22	22	21	21		8	8	8	8		7	7	7	7		27	28	27	28		46	46	46	46		13	13	13	13		8	9	8	8		51	52	51	52		6	6	6	6		42	43	42	43		11	11	11	11		64	65	63	64		4	5	4	5		17	17	16	16	
2021-04-19	64	65	63	65		76	77	76	77		12	12	12	12		23	23	22	23		47	47	47	47		152	153	151	152		35	35	35	35		120	120	118	119		62	64	61	63		17	17	17	17		44	45	44	44		22	22	21	21		8	8	8	8		7	7	7	7		27	28	27	28		46	46	46	46		13	13	13	13		8	9	8	8		51	52	51	52		6	6	6	6		42	43	42	43		11	11	11	11		64	65	63	64		4	5	4	5		17	17	16	16	
2021-04-20	65	65	65	65		77	77	76	77		12	12	12	12		23	23	23	23		47	48	47	47		152	153	151	153		35	35	35	35		119	121	119	120		62	63	62	62		17	17	17	17		44	44	44	44		21	22	21	21		8	8	8	8		7	7	7	7		28	28	27	28		46	46	46	46		13	13	13	13		8	8	8	8		52	53	52	52		6	6	6	6		43	43	42	43		11	12	11	11		64	67	64	66		5	5	4	5		17	17	16	16	
2021-04-21	64	64	63	64		77	77	76	77		12	12	12	12		23	23	23	23		47	48	47	47		151	152	150	151		35	35	35	35		119	120	118	119		61	62	61	61		17	17	17	17		44	44	44	44		21	22	21	21		8	8	8	8		7	7	7	7		27	27	27	27		45	45	45	45		13	13	13	13		8	8	8	8		52	53	52	52		6	6	6	6		42	42	42	42		11	11	11	11		65	66	64	65		5	5	4	5		16	16	16	16	
2021-04-22	64	65	64	64		77	77	76	77		12	12	12	12		23	24	23	24		48	48	47	48		151	152	150	151		35	35	35	35		119	120	118	119		61	63	61	63		17	17	17	17		44	44	44	44		22	22	21	22		8	8	8	8		7	7	7	7		27	28	27	27		45	45	45	45		13	13	12	13		8	8	8	8		53	54	53	53		6	6	6	6		42	43	42	42		11	11	11	11		65	67	65	67		5	5	5	5		16	17	16	17	
2021-04-23	64	64	64	64		77	77	76	77		12	12	12	12		24	24	23	23		48	48	47	48		151	152	149	150		35	35	35	35		119	120	117	119		63	63	62	63		17	17	17	17		44	44	44	44		22	22	21	21		8	8	8	8		7	7	7	7		27	27	27	27		45	45	44	45		12	13	12	12		8	8	8	8		53	53	52	52		6	7	6	6		42	42	42	42		11	12	11	12		67	68	66	66		5	5	5	5		17	17	16	17	
2021-04-24	64	64	64	64		77	77	76	77		12	12	12	12		24	24	23	23		48	48	47	48		151	152	149	150		35	35	35	35		119	120	117	119		63	63	62	63		17	17	17	17		44	44	44	44		22	22	21	21		8	8	8	8		7	7	7	7		27	27	27	27		45	45	44	45		12	13	12	12		8	8	8	8		53	53	52	52		6	7	6	6		42	42	42	42		11	12	11	12		67	68	66	66		5	5	5	5		17	17	16	17	
2021-04-25	64	64	63	64		77	77	76	77		13	13	12	12		23	24	23	24		48	48	47	47		150	151	149	150		35	35	35	35		118	120	118	119		63	63	62	63		17	17	17	17		44	44	44	44		21	22	21	21		8	8	8	8		7	7	7	7		27	27	27	27		45	45	45	45		13	13	12	13		8	8	8	8		52	53	52	52		7	7	6	6		42	42	41	42		12	12	11	12		66	67	64	64		5	5	5	5		16	17	16	16	
2021-04-26	64	64	63	64		77	77	76	77		12	12	12	12		23	24	23	24		48	48	47	47		150	151	149	150		35	35	35	35		118	120	118	119		63	63	62	63		17	17	17	17		44	44	44	44		21	22	21	21		8	8	8	8		7	7	7	7		27	27	27	27		45	45	45	45		13	13	12	13		8	8	8	8		52	53	52	52		7	7	6	6		42	42	41	42		12	12	11	12		66	67	64	64		5	5	5	5		16	17	16	16	
2021-04-27	64	64	64	64		77	77	76	76		12	12	12	12		24	24	23	23		47	47	47	47		150	151	150	151		35	35	35	35		118	119	118	118		63	63	62	63		17	17	17	17		44	44	44	44		21	22	21	21		8	8	8	8		7	7	7	7		27	27	27	27		45	46	45	46		13	13	13	13		8	8	8	8		52	52	52	52		6	6	6	6		42	42	41	42		12	12	12	12		65	65	63	64		5	5	4	5		16	16	16	16	
2021-04-28	64	64	63	64		76	77	76	76		12	12	12	12		23	23	23	23		47	47	47	47		151	152	151	152		35	35	34	35		118	119	118	119		63	63	62	63		17	17	16	16		44	44	43	43		21	21	21	21		8	8	8	8		7	7	7	7		27	27	27	27		47	48	47	47		13	13	12	13		8	8	8	8		52	52	52	52		6	7	6	7		42	42	41	41		12	12	12	12		64	65	63	64		5	5	4	4		16	16	16	16	
2021-04-29	64	65	64	65		77	77	77	77		12	12	12	12		23	24	23	24		47	48	47	48		152	154	152	154		35	35	35	35		119	120	119	119		63	64	63	64		17	17	16	17		43	44	43	44		21	22	21	21		8	8	8	8		7	7	7	7		27	28	27	28		48	48	48	48		12	13	12	13		8	8	8	8		52	53	52	52		7	7	7	7		41	42	41	42		12	12	12	12		64	65	64	65		5	5	4	5		16	17	16	17	
2021-04-30	64	65	63	64		77	77	77	77		12	12	12	12		24	24	23	24		47	48	47	48		154	154	152	153		35	35	35	35		119	119	117	117		63	64	62	63		17	17	16	16		44	44	43	43		21	22	21	21		8	8	8	8		7	7	7	7		28	28	27	27		49	49	48	49		13	13	12	12		8	8	8	8		52	52	52	52		7	7	7	7		42	42	41	41		12	12	11	12		65	65	63	63		5	5	4	4		17	17	16	16	
2021-05-01	64	65	63	64		77	77	77	77		12	12	12	12		24	24	23	24		47	48	47	48		154	154	152	153		35	35	35	35		119	119	117	117		63	64	62	63		17	17	16	16		44	44	43	43		21	22	21	21		8	8	8	8		7	7	7	7		28	28	27	27		49	49	48	49		13	13	12	12		8	8	8	8		52	52	52	52		7	7	7	7		42	42	41	41		12	12	11	12		65	65	63	63		5	5	4	4		17	17	16	16	
2021-05-02	63	64	62	63		77	77	76	77		12	13	12	12		24	24	23	23		47	48	47	48		153	153	149	150		35	35	34	34		118	118	115	117		63	63	61	62		16	16	16	16		43	43	43	43		21	21	21	21		8	8	8	8		7	7	7	7		27	27	27	27		48	49	47	47		13	13	12	13		8	8	8	8		50	50	50	50		6	7	6	7		41	42	40	41		12	12	11	12		63	63	62	62		4	5	4	4		16	16	16	16	
2021-05-03	63	64	62	63		77	77	76	77		12	12	12	12		24	24	23	23		47	48	47	48		153	153	149	150		35	35	34	34		118	118	115	117		63	63	61	62		16	16	16	16		43	43	43	43		21	21	21	21		8	8	8	8		7	7	7	7		27	27	27	27		48	49	47	47		13	13	12	13		8	8	8	8		50	50	50	50		6	7	6	7		41	42	40	41		12	12	11	12		63	63	62	62		4	5	4	4		16	16	16	16	
2021-05-04	63	64	63	64		77	77	77	77		12	12	12	12		23	24	23	24		48	48	48	48		150	153	150	152		35	35	34	35		118	118	117	118		63	64	61	63		16	16	16	16		43	43	43	43		21	21	20	21		8	8	8	8		7	7	7	7		28	28	27	28		47	48	47	48		13	13	12	13		8	8	8	8		50	50	50	50		7	7	7	7		41	41	40	41		12	12	12	12		63	64	62	64		4	5	4	5		16	17	16	16	
2021-05-05	64	64	63	64		78	78	77	78		12	12	12	12		24	24	24	24		48	48	48	48		153	158	152	157		34	35	34	35		119	119	117	117		63	64	63	64		16	16	16	16		43	44	43	44		21	21	20	20		8	9	8	8		7	7	7	7		28	28	28	28		48	49	48	48		13	13	13	13		8	9	8	8		50	51	50	50		7	7	7	7		41	41	40	41		12	12	12	12		63	63	61	62		5	5	4	5		16	17	16	16	
2021-05-06	64	65	63	64		78	79	78	79		12	12	12	12		24	24	24	24		49	49	49	49		158	161	157	160		35	35	35	35		118	118	117	118		64	64	63	64		16	16	16	16		44	44	44	44		20	20	20	20		9	9	8	9		7	7	6	7		28	29	28	29		49	49	49	49		13	13	13	13		8	9	8	9		50	51	50	50		7	7	7	7		41	41	41	41		12	12	11	12		62	64	62	64		5	5	5	5		17	17	17	17	
2021-05-07	64	65	64	64		79	80	79	80		12	13	12	13		24	24	24	24		49	50	49	50		160	163	160	162		35	36	35	36		117	119	116	119		63	65	63	64		16	16	16	16		44	44	44	44		20	20	20	20		9	9	9	9		7	7	6	7		29	29	29	29		49	49	49	49		13	13	13	13		9	9	9	9		50	50	50	50		7	7	7	7		41	42	41	42		11	12	11	12		64	67	64	65		5	5	5	5		17	17	17	17	
2021-05-08	64	65	64	64		79	80	79	80		12	13	12	13		24	24	24	24		49	50	49	50		160	163	160	162		35	36	35	36		117	119	116	119		63	65	63	64		16	16	16	16		44	44	44	44		20	20	20	20		9	9	9	9		7	7	6	7		29	29	29	29		49	49	49	49		13	13	13	13		9	9	9	9		50	50	50	50		7	7	7	7		41	42	41	42		11	12	11	12		64	67	64	65		5	5	5	5		17	17	17	17	
2021-05-09	65	66	65	66		80	80	80	80		13	14	13	14		24	24	23	24		50	51	50	51		162	163	161	163		36	36	35	36		119	120	118	120		64	64	63	63		16	16	16	16		44	45	44	45		20	21	20	20		9	9	9	9		7	7	7	7		29	30	29	30		49	49	49	49		13	13	13	13		9	9	9	9		50	50	49	50		7	7	7	7		42	42	42	42		12	12	12	12		66	68	65	65		5	5	4	5		17	18	17	18	
2021-05-10	65	66	65	66		80	80	80	80		13	13	13	13		24	24	23	24		50	51	50	51		162	163	161	163		36	36	35	36		119	120	118	120		64	64	63	63		16	16	16	16		44	45	44	45		20	21	20	20		9	9	9	9		7	7	7	7		29	30	29	30		49	49	49	49		13	13	13	13		9	9	9	9		50	50	49	50		7	7	7	7		42	42	42	42		12	12	12	12		66	68	65	65		5	5	4	5		17	18	17	18	
2021-05-11	66	66	64	64		80	80	78	79		13	13	13	13		24	24	24	24		50	51	50	50		163	163	158	159		36	36	35	35		119	119	117	118		63	63	62	62		16	16	16	16		44	45	44	44		20	20	19	19		9	9	9	9		7	7	7	7		30	30	29	29		49	49	48	48		13	13	13	13		9	9	9	9		50	50	49	49		7	7	7	7		42	42	41	41		12	12	12	12		64	65	63	64		5	5	4	4		18	18	17	18	
2021-05-12	64	64	63	64		79	79	78	79		13	13	12	13		24	24	24	24		50	50	49	50		158	160	157	160		35	35	35	35		117	118	116	117		62	62	61	62		16	16	16	16		44	44	44	44		19	20	19	20		9	9	9	9		7	7	6	6		29	30	29	30		48	49	47	48		13	13	12	13		9	9	9	9		49	49	49	49		7	7	7	7		41	41	41	41		12	12	12	12		64	66	64	66		4	4	4	4		18	18	18	18	
2021-05-13	63	63	63	63		78	79	78	79		13	13	12	13		24	24	23	24		50	50	49	50		156	159	156	158		35	35	35	35		116	117	114	115		61	61	59	59		16	16	16	16		44	44	43	44		20	20	20	20		9	9	9	9		6	6	6	6		30	30	29	29		48	48	48	48		13	13	12	12		9	9	9	9		49	49	48	48		7	7	7	7		41	41	40	40		12	12	12	12		65	66	64	65		4	4	4	4		18	18	17	17	
2021-05-14	63	64	62	62		80	80	79	80		13	13	12	13		24	24	23	24		50	50	50	50		160	160	159	160		35	35	35	35		115	116	114	115		59	60	59	59		16	16	16	16		44	44	44	44		20	20	20	20		9	9	9	9		6	6	6	6		29	29	29	29		49	49	48	49		12	13	12	12		9	9	9	9		49	49	48	49		7	7	7	7		40	41	40	40		12	12	12	12		65	68	65	66		4	4	4	4		17	18	17	17	
2021-05-15	63	64	62	62		80	80	79	80		13	13	12	13		24	24	23	24		50	50	50	50		160	160	159	160		35	35	35	35		115	116	114	115		59	60	59	59		16	16	16	16		44	44	44	44		20	20	20	20		9	9	9	9		6	6	6	6		29	29	29	29		49	49	48	49		12	13	12	12		9	9	9	9		49	49	48	49		7	7	7	7		40	41	40	40		12	12	12	12		65	68	65	66		4	4	4	4		17	18	17	17	
2021-05-16	63	63	62	63		79	80	78	79		13	13	13	13		24	24	23	24		48	48	47	47		159	160	159	159		35	35	35	35		114	115	114	115		60	60	57	58		16	16	16	16		44	44	44	44		20	20	19	19		9	9	9	9		6	7	6	6		29	29	29	29		49	49	48	49		13	13	12	12		9	9	8	9		49	49	48	49		7	7	7	7		41	41	40	40		12	12	12	12		66	69	66	68		4	4	4	4		17	18	17	17	
2021-05-17	63	63	62	63		79	80	78	79		13	13	12	13		24	24	23	24		48	48	47	47		159	160	159	159		35	35	35	35		114	115	114	115		60	60	57	58		16	16	16	16		44	44	44	44		20	20	19	19		9	9	9	9		6	7	6	6		29	29	29	29		49	49	48	49		13	13	12	12		9	9	8	9		49	49	48	49		7	7	7	7		41	41	40	40		12	12	12	12		66	69	66	68		4	4	4	4		17	18	17	17	
2021-05-18	61	63	61	62		79	80	79	79		13	13	13	13		24	25	24	24		47	48	47	47		160	162	159	161		35	36	35	35		116	119	115	118		58	61	57	60		16	16	16	16		44	44	44	44		20	20	20	20		9	9	9	9		6	7	6	7		29	30	29	29		49	49	49	49		12	13	12	13		9	9	9	9		50	51	50	50		7	7	7	7		41	42	40	41		12	12	12	12		69	69	67	68		4	5	4	4		17	18	17	18	
2021-05-19	62	63	62	62		79	79	79	79		13	13	13	13		24	24	24	24		47	48	47	48		159	160	158	159		35	36	35	36		119	119	118	119		59	60	59	59		16	16	16	16		44	44	44	44		20	20	19	19		9	9	9	9		7	7	6	7		28	28	28	28		49	49	48	48		13	13	13	13		9	9	8	9		50	50	49	50		7	7	6	7		41	41	40	41		12	12	12	12		68	69	66	68		4	4	4	4		17	17	17	17	
2021-05-20	62	63	62	62		79	79	79	79		13	13	13	13		24	24	24	24		47	48	47	48		159	160	158	159		35	36	35	36		119	119	118	119		59	60	59	59		16	16	16	16		44	44	44	44		20	20	19	19		9	9	9	9		7	7	6	7		28	28	28	28		49	49	48	48		13	13	13	13		9	9	8	9		50	50	49	50		7	7	6	7		41	41	40	41		12	12	12	12		68	69	66	68		4	4	4	4		17	17	17	17	
2021-05-21	62	62	61	61		79	79	79	79		13	13	13	13		24	24	24	24		48	48	47	47		160	160	158	160		36	36	35	36		120	120	118	119		60	61	59	59		16	16	16	16		44	44	44	44		19	20	19	19		9	9	9	9		7	7	7	7		28	28	28	28		49	49	48	49		13	13	12	13		8	9	8	8		50	50	49	50		7	7	7	7		41	41	41	41		12	12	12	12		69	69	68	68		4	4	4	4		17	17	17	17	
2021-05-22	62	62	61	61		79	79	79	79		13	13	13	13		24	24	24	24		48	48	47	47		160	160	158	160		36	36	35	36		120	120	118	119		60	61	59	59		16	16	16	16		44	44	44	44		19	20	19	19		9	9	9	9		7	7	7	7		28	28	28	28		49	49	48	49		13	13	12	13		8	9	8	8		50	50	49	50		7	7	7	7		41	41	41	41		12	12	12	12		69	69	68	68		4	4	4	4		17	17	17	17	
2021-05-23	62	62	61	61		79	79	79	79		13	13	13	13		24	24	24	24		48	48	47	47		160	160	158	160		36	36	35	36		120	120	118	119		60	61	59	59		16	16	16	16		44	44	44	44		19	20	19	19		9	9	9	9		7	7	7	7		28	28	28	28		49	49	48	49		13	13	12	13		8	9	8	8		50	50	49	50		7	7	7	7		41	41	41	41		12	12	12	12		69	69	68	68		4	4	4	4		17	17	17	17	
2021-05-24	61	61	61	61		79	79	79	79		13	13	13	13		24	24	24	24		47	48	47	48		161	162	160	161		36	36	36	36		119	119	116	117		59	60	58	59		16	16	16	16		44	44	44	44		19	20	19	19		9	9	9	9		7	7	7	7		28	28	28	28		49	49	48	49		13	13	13	13		8	9	8	8		50	50	50	50		7	7	7	7		41	41	41	41		12	12	12	12		68	68	65	67		4	4	4	4		17	17	17	17	
2021-05-25	61	61	60	61		80	80	79	79		13	13	13	13		25	26	25	25		48	48	47	47		161	163	161	162		36	36	36	36		117	119	117	118		59	60	59	60		16	16	16	16		44	44	44	44		19	20	19	20		9	9	9	9		7	7	7	7		28	28	28	28		49	49	49	49		13	13	13	13		9	9	9	9		50	51	50	50		7	7	6	7		41	41	41	41		12	12	12	12		67	69	66	69		4	4	4	4		17	17	17	17	
