Symbol,I.GDAXI,I.GDAXI,I.GDAXI,I.GDAXI
2019-02-25,"11,517.76","11,544.31","11,480.49","11,505.39"
2019-02-26,"11,446.29","11,556.87","11,441.87","11,540.79"
2019-02-27,"11,493.81","11,521.22","11,442.97","11,487.33"
2019-02-28,"11,430.80","11,524.99","11,416.08","11,515.64"
2019-03-01,"11,584.24","11,676.86","11,583.08","11,601.68"
2019-03-02,"11,584.24","11,676.86","11,583.08","11,601.68"
2019-03-03,"11,584.24","11,676.86","11,583.08","11,601.68"
2019-03-04,"11,646.21","11,650.44","11,591.74","11,592.66"
2019-03-05,"11,570.97","11,627.78","11,551.45","11,620.74"
2019-03-06,"11,593.21","11,652.77","11,565.22","11,587.63"
2019-03-07,"11,546.42","11,612.95","11,452.86","11,517.80"
2019-03-08,"11,429.77","11,475.55","11,405.21","11,457.84"
2019-03-09,"11,429.77","11,475.55","11,405.21","11,457.84"
2019-03-10,"11,429.77","11,475.55","11,405.21","11,457.84"
2019-03-11,"11,497.98","11,550.59","11,462.90","11,543.48"
2019-03-12,"11,612.46","11,618.73","11,499.47","11,524.17"
2019-03-13,"11,499.32","11,586.90","11,486.74","11,572.41"
2019-03-14,"11,573.42","11,635.76","11,541.10","11,587.47"
2019-03-15,"11,608.67","11,725.66","11,575.33","11,685.69"
2019-03-16,"11,608.67","11,725.66","11,575.33","11,685.69"
2019-03-17,"11,608.67","11,725.66","11,575.33","11,685.69"
2019-03-18,"11,685.54","11,712.36","11,635.88","11,657.06"
2019-03-19,"11,672.76","11,823.29","11,652.02","11,788.41"
2019-03-20,"11,704.44","11,721.41","11,596.20","11,603.89"
2019-03-21,"11,566.87","11,582.54","11,467.79","11,549.96"
2019-03-22,"11,578.39","11,623.97","11,356.49","11,364.17"
2019-03-23,"11,578.39","11,623.97","11,356.49","11,364.17"
2019-03-24,"11,578.39","11,623.97","11,356.49","11,364.17"
2019-03-25,"11,323.20","11,392.00","11,312.54","11,346.65"
2019-03-26,"11,374.18","11,447.13","11,299.80","11,419.48"
2019-03-27,"11,439.02","11,502.35","11,368.13","11,419.04"
2019-03-28,"11,422.16","11,494.15","11,414.66","11,428.16"
2019-03-29,"11,492.09","11,549.42","11,442.12","11,526.04"
2019-03-30,"11,492.09","11,549.42","11,442.12","11,526.04"
2019-03-31,"11,492.09","11,549.42","11,442.12","11,526.04"
2019-04-01,"11,617.18","11,706.64","11,612.70","11,681.99"
2019-04-02,"11,703.24","11,777.65","11,659.15","11,754.79"
2019-04-03,"11,855.40","11,961.36","11,854.21","11,954.40"
2019-04-04,"11,924.61","12,029.26","11,916.57","11,988.01"
2019-04-05,"11,993.22","12,024.23","11,967.70","12,009.75"
2019-04-06,"11,993.22","12,024.23","11,967.70","12,009.75"
2019-04-07,"11,993.22","12,024.23","11,967.70","12,009.75"
2019-04-08,"11,979.73","11,989.59","11,948.26","11,963.40"
2019-04-09,"11,927.01","11,988.53","11,850.57","11,850.57"
2019-04-10,"11,864.46","11,937.11","11,863.80","11,905.91"
2019-04-11,"11,914.51","11,963.43","11,846.60","11,935.20"
2019-04-12,"11,912.58","12,031.15","11,889.99","11,999.93"
2019-04-13,"11,912.58","12,031.15","11,889.99","11,999.93"
2019-04-14,"11,912.58","12,031.15","11,889.99","11,999.93"
2019-04-15,"12,011.11","12,029.98","11,983.33","12,020.28"
2019-04-16,"12,026.74","12,116.25","12,025.66","12,101.32"
2019-04-17,"12,100.44","12,195.00","12,086.89","12,153.07"
2019-04-18,"12,138.14","12,243.63","12,100.00","12,222.39"
2019-04-19,"12,138.14","12,243.63","12,100.00","12,222.39"
2019-04-20,"12,138.14","12,243.63","12,100.00","12,222.39"
2019-04-21,"12,138.14","12,243.63","12,100.00","12,222.39"
2019-04-22,"12,138.14","12,243.63","12,100.00","12,222.39"
2019-04-23,"12,224.32","12,251.81","12,182.98","12,235.51"
2019-04-24,"12,232.99","12,349.83","12,223.98","12,313.16"
2019-04-25,"12,304.53","12,321.79","12,236.14","12,282.60"
2019-04-26,"12,284.46","12,323.64","12,259.76","12,315.18"
2019-04-27,"12,284.46","12,323.64","12,259.76","12,315.18"
2019-04-28,"12,284.46","12,323.64","12,259.76","12,315.18"
2019-04-29,"12,308.98","12,376.06","12,266.34","12,328.02"
2019-04-30,"12,313.97","12,345.31","12,281.72","12,344.08"
2019-05-01,,,,"12,344.08"
2019-05-02,"12,349.10","12,402.87","12,303.96","12,345.42"
2019-05-03,"12,345.32","12,435.67","12,344.23","12,412.75"
2019-05-04,"12,345.32","12,435.67","12,344.23","12,412.75"
2019-05-05,"12,345.32","12,435.67","12,344.23","12,412.75"
2019-05-06,"12,171.90","12,298.66","12,135.42","12,286.88"
2019-05-07,"12,298.71","12,319.05","12,056.80","12,092.74"
2019-05-08,"12,110.87","12,208.48","12,063.74","12,179.93"
2019-05-09,"12,098.02","12,125.96","11,957.31","11,973.92"
2019-05-10,"12,105.28","12,140.61","12,009.75","12,059.83"
2019-05-11,"12,105.28","12,140.61","12,009.75","12,059.83"
2019-05-12,"12,105.28","12,140.61","12,009.75","12,059.83"
2019-05-13,"12,044.10","12,052.93","11,844.47","11,876.65"
2019-05-14,"11,908.77","11,991.83","11,897.93","11,991.62"
2019-05-15,"12,018.45","12,099.57","11,862.21","12,099.57"
2019-05-16,"12,077.36","12,310.37","12,030.30","12,310.37"
2019-05-17,"12,252.68","12,270.89","12,150.33","12,238.94"
2019-05-18,"12,252.68","12,270.89","12,150.33","12,238.94"
2019-05-19,"12,252.68","12,270.89","12,150.33","12,238.94"
2019-05-20,"12,226.85","12,246.50","11,993.91","12,041.29"
2019-05-21,"12,111.80","12,178.25","12,066.90","12,143.47"
2019-05-22,"12,141.46","12,211.03","12,055.50","12,168.74"
2019-05-23,"12,064.29","12,082.75","11,926.34","11,952.41"
2019-05-24,"12,027.31","12,082.05","11,990.79","12,011.04"
2019-05-25,"12,027.31","12,082.05","11,990.79","12,011.04"
2019-05-26,"12,027.31","12,082.05","11,990.79","12,011.04"
2019-05-27,"12,077.88","12,124.55","12,050.49","12,071.18"
2019-05-28,"12,100.39","12,113.31","11,992.41","12,027.05"
2019-05-29,"11,906.02","11,927.64","11,828.75","11,837.81"
2019-05-30,"11,885.07","11,924.66","11,858.29","11,902.08"
2019-05-31,"11,742.21","11,755.12","11,662.07","11,726.84"
2019-06-01,"11,742.21","11,755.12","11,662.07","11,726.84"
2019-06-02,"11,742.21","11,755.12","11,662.07","11,726.84"
2019-06-03,"11,661.12","11,793.63","11,620.64","11,792.81"
2019-06-04,"11,716.55","11,987.89","11,713.87","11,971.17"
2019-06-05,"11,981.18","12,057.73","11,928.87","11,980.81"
2019-06-06,"11,987.92","12,076.95","11,899.82","11,953.14"
2019-06-07,"12,003.92","12,096.61","11,987.17","12,045.38"
2019-06-08,"12,003.92","12,096.61","11,987.17","12,045.38"
2019-06-09,"12,003.92","12,096.61","11,987.17","12,045.38"
2019-06-10,"12,003.92","12,096.61","11,987.17","12,045.38"
2019-06-11,"12,133.60","12,227.40","12,117.34","12,155.81"
2019-06-12,"12,093.98","12,132.28","12,068.11","12,115.68"
2019-06-13,"12,095.21","12,201.78","12,079.60","12,169.05"
2019-06-14,"12,124.36","12,136.65","12,049.76","12,096.40"
2019-06-15,"12,124.36","12,136.65","12,049.76","12,096.40"
2019-06-16,"12,124.36","12,136.65","12,049.76","12,096.40"
2019-06-17,"12,112.47","12,124.68","12,059.92","12,085.82"
2019-06-18,"12,069.37","12,358.00","11,987.55","12,331.75"
2019-06-19,"12,321.43","12,346.70","12,291.19","12,308.53"
2019-06-20,"12,409.58","12,438.37","12,355.39","12,355.39"
2019-06-21,"12,351.98","12,425.20","12,316.41","12,339.92"
2019-06-22,"12,351.98","12,425.20","12,316.41","12,339.92"
2019-06-23,"12,351.98","12,425.20","12,316.41","12,339.92"
2019-06-24,"12,308.11","12,341.56","12,250.71","12,274.57"
2019-06-25,"12,226.88","12,284.57","12,213.41","12,228.44"
2019-06-26,"12,210.52","12,315.84","12,189.49","12,245.32"
2019-06-27,"12,308.26","12,334.57","12,209.34","12,271.03"
2019-06-28,"12,302.77","12,408.22","12,297.63","12,398.80"
2019-06-29,"12,302.77","12,408.22","12,297.63","12,398.80"
2019-06-30,"12,302.77","12,408.22","12,297.63","12,398.80"
2019-07-01,"12,616.34","12,619.68","12,519.30","12,521.38"
2019-07-02,"12,546.93","12,548.22","12,484.26","12,526.72"
2019-07-03,"12,548.30","12,631.81","12,545.79","12,616.24"
2019-07-04,"12,644.35","12,656.05","12,616.29","12,629.90"
2019-07-05,"12,632.12","12,632.12","12,522.11","12,568.53"
2019-07-06,"12,632.12","12,632.12","12,522.11","12,568.53"
2019-07-07,"12,632.12","12,632.12","12,522.11","12,568.53"
2019-07-08,"12,541.18","12,587.44","12,507.72","12,543.51"
2019-07-09,"12,436.97","12,477.58","12,364.16","12,436.55"
2019-07-10,"12,412.99","12,448.81","12,356.80","12,373.41"
2019-07-11,"12,401.02","12,417.93","12,307.34","12,332.12"
2019-07-12,"12,318.50","12,354.87","12,304.98","12,323.32"
2019-07-13,"12,318.50","12,354.87","12,304.98","12,323.32"
2019-07-14,"12,318.50","12,354.87","12,304.98","12,323.32"
2019-07-15,"12,346.59","12,434.14","12,301.08","12,387.34"
2019-07-16,"12,392.19","12,465.19","12,366.97","12,430.97"
2019-07-17,"12,429.87","12,453.33","12,324.33","12,341.03"
2019-07-18,"12,194.33","12,296.30","12,172.59","12,227.85"
2019-07-19,"12,302.64","12,340.11","12,211.67","12,260.07"
2019-07-20,"12,302.64","12,340.11","12,211.67","12,260.07"
2019-07-21,"12,302.64","12,340.11","12,211.67","12,260.07"
2019-07-22,"12,243.58","12,346.02","12,236.70","12,289.40"
2019-07-23,"12,384.66","12,531.16","12,369.19","12,490.74"
2019-07-24,"12,510.52","12,550.34","12,476.55","12,522.89"
2019-07-25,"12,576.02","12,599.93","12,299.10","12,362.10"
2019-07-26,"12,363.86","12,428.05","12,356.15","12,419.90"
2019-07-27,"12,363.86","12,428.05","12,356.15","12,419.90"
2019-07-28,"12,363.86","12,428.05","12,356.15","12,419.90"
2019-07-29,"12,398.29","12,473.97","12,387.58","12,417.47"
2019-07-30,"12,398.24","12,404.51","12,115.28","12,147.24"
2019-07-31,"12,149.09","12,226.49","12,139.03","12,189.04"
2019-08-01,"12,134.71","12,254.03","12,129.33","12,253.15"
2019-08-02,"12,033.68","12,034.91","11,836.75","11,872.44"
2019-08-03,"12,033.68","12,034.91","11,836.75","11,872.44"
2019-08-04,"12,033.68","12,034.91","11,836.75","11,872.44"
2019-08-05,"11,758.44","11,797.52","11,628.57","11,658.51"
2019-08-06,"11,690.27","11,748.83","11,567.96","11,567.96"
2019-08-07,"11,636.34","11,747.74","11,559.76","11,650.15"
2019-08-08,"11,752.96","11,845.41","11,683.99","11,845.41"
2019-08-09,"11,806.82","11,865.63","11,674.11","11,693.80"
2019-08-10,"11,806.82","11,865.63","11,674.11","11,693.80"
2019-08-11,"11,806.82","11,865.63","11,674.11","11,693.80"
2019-08-12,"11,801.06","11,836.97","11,647.01","11,679.68"
2019-08-13,"11,632.85","11,835.88","11,539.63","11,750.13"
2019-08-14,"11,758.75","11,759.57","11,459.37","11,492.66"
2019-08-15,"11,522.46","11,530.01","11,266.48","11,412.67"
2019-08-16,"11,460.65","11,578.84","11,447.34","11,562.74"
2019-08-17,"11,460.65","11,578.84","11,447.34","11,562.74"
2019-08-18,"11,460.65","11,578.84","11,447.34","11,562.74"
2019-08-19,"11,679.72","11,759.00","11,625.67","11,715.37"
2019-08-20,"11,711.78","11,764.93","11,618.93","11,651.18"
2019-08-21,"11,673.66","11,824.66","11,673.37","11,802.85"
2019-08-22,"11,756.21","11,853.14","11,715.26","11,747.04"
2019-08-23,"11,805.48","11,823.12","11,611.51","11,611.51"
2019-08-24,"11,805.48","11,823.12","11,611.51","11,611.51"
2019-08-25,"11,805.48","11,823.12","11,611.51","11,611.51"
2019-08-26,"11,619.66","11,696.78","11,551.99","11,658.04"
2019-08-27,"11,638.51","11,778.62","11,616.09","11,730.02"
2019-08-28,"11,704.67","11,717.79","11,573.64","11,701.02"
2019-08-29,"11,686.84","11,853.91","11,661.73","11,838.88"
2019-08-30,"11,850.30","11,989.44","11,845.16","11,939.28"
2019-08-31,"11,850.30","11,989.44","11,845.16","11,939.28"
2019-09-01,"11,850.30","11,989.44","11,845.16","11,939.28"
2019-09-02,"11,939.99","11,994.11","11,929.91","11,953.78"
2019-09-03,"11,921.94","11,956.69","11,869.28","11,910.86"
2019-09-04,"12,043.96","12,078.40","11,999.83","12,025.04"
2019-09-05,"12,117.90","12,151.31","12,084.17","12,126.78"
2019-09-06,"12,146.00","12,205.10","12,131.29","12,191.73"
2019-09-07,"12,146.00","12,205.10","12,131.29","12,191.73"
2019-09-08,"12,146.00","12,205.10","12,131.29","12,191.73"
2019-09-09,"12,210.87","12,245.11","12,189.60","12,226.10"
2019-09-10,"12,210.88","12,292.14","12,179.88","12,268.71"
2019-09-11,"12,341.84","12,394.28","12,317.61","12,359.07"
2019-09-12,"12,399.40","12,471.83","12,311.81","12,410.25"
2019-09-13,"12,412.72","12,494.25","12,408.93","12,468.53"
2019-09-14,"12,412.72","12,494.25","12,408.93","12,468.53"
2019-09-15,"12,412.72","12,494.25","12,408.93","12,468.53"
2019-09-16,"12,387.68","12,421.25","12,362.98","12,380.31"
2019-09-17,"12,370.96","12,392.97","12,303.51","12,372.61"
2019-09-18,"12,361.23","12,416.05","12,354.49","12,389.62"
2019-09-19,"12,355.92","12,466.78","12,354.83","12,457.70"
2019-09-20,"12,462.57","12,490.84","12,418.50","12,468.01"
2019-09-21,"12,462.57","12,490.84","12,418.50","12,468.01"
2019-09-22,"12,462.57","12,490.84","12,418.50","12,468.01"
2019-09-23,"12,432.30","12,441.02","12,264.14","12,342.33"
2019-09-24,"12,368.96","12,375.31","12,307.15","12,307.15"
2019-09-25,"12,250.08","12,261.06","12,141.82","12,234.18"
2019-09-26,"12,227.77","12,313.15","12,223.29","12,288.54"
2019-09-27,"12,327.79","12,404.47","12,324.71","12,380.94"
2019-09-28,"12,327.79","12,404.47","12,324.71","12,380.94"
2019-09-29,"12,327.79","12,404.47","12,324.71","12,380.94"
2019-09-30,"12,367.81","12,441.03","12,346.94","12,428.08"
2019-10-01,"12,469.67","12,497.28","12,263.83","12,263.83"
2019-10-02,"12,221.74","12,226.86","11,925.25","11,925.25"
2019-10-03,"12,221.74","12,226.86","11,925.25","11,925.25"
2019-10-04,"11,958.31","12,012.91","11,878.98","12,012.81"
2019-10-05,"11,958.31","12,012.91","11,878.98","12,012.81"
2019-10-06,"11,958.31","12,012.91","11,878.98","12,012.81"
2019-10-07,"12,008.77","12,105.09","11,969.32","12,097.43"
2019-10-08,"12,097.89","12,097.94","11,933.02","11,970.20"
2019-10-09,"11,973.82","12,165.53","11,953.12","12,094.26"
2019-10-10,"12,082.89","12,202.71","12,029.46","12,164.20"
2019-10-11,"12,248.88","12,511.65","12,240.94","12,511.65"
2019-10-12,"12,248.88","12,511.65","12,240.94","12,511.65"
2019-10-13,"12,248.88","12,511.65","12,240.94","12,511.65"
2019-10-14,"12,468.78","12,495.24","12,387.95","12,486.56"
2019-10-15,"12,565.68","12,682.40","12,511.90","12,629.79"
2019-10-16,"12,644.18","12,698.37","12,603.83","12,670.11"
2019-10-17,"12,655.32","12,814.49","12,647.86","12,654.95"
2019-10-18,"12,637.01","12,700.38","12,603.17","12,633.60"
2019-10-19,"12,637.01","12,700.38","12,603.17","12,633.60"
2019-10-20,"12,637.01","12,700.38","12,603.17","12,633.60"
2019-10-21,"12,661.93","12,787.35","12,646.28","12,747.96"
2019-10-22,"12,757.73","12,791.31","12,730.70","12,754.69"
2019-10-23,"12,702.92","12,819.22","12,699.85","12,798.19"
2019-10-24,"12,860.63","12,914.24","12,820.67","12,872.10"
2019-10-25,"12,886.42","12,895.85","12,834.00","12,894.51"
2019-10-26,"12,886.42","12,895.85","12,834.00","12,894.51"
2019-10-27,"12,886.42","12,895.85","12,834.00","12,894.51"
2019-10-28,"12,897.40","12,986.49","12,892.84","12,941.71"
2019-10-29,"12,946.34","12,951.88","12,897.34","12,939.62"
2019-10-30,"12,929.42","12,944.26","12,830.33","12,910.23"
2019-10-31,"12,937.59","12,953.34","12,795.09","12,866.79"
2019-11-01,"12,912.09","12,992.07","12,896.72","12,961.05"
2019-11-02,"12,912.09","12,992.07","12,896.72","12,961.05"
2019-11-03,"12,912.09","12,992.07","12,896.72","12,961.05"
2019-11-04,"13,022.95","13,171.17","13,019.18","13,136.28"
2019-11-05,"13,134.33","13,166.08","13,112.65","13,148.50"
2019-11-06,"13,150.94","13,187.66","13,110.91","13,179.89"
2019-11-07,"13,258.26","13,300.76","13,227.37","13,289.46"
2019-11-08,"13,248.62","13,278.18","13,195.83","13,228.56"
2019-11-09,"13,248.62","13,278.18","13,195.83","13,228.56"
2019-11-10,"13,248.62","13,278.18","13,195.83","13,228.56"
2019-11-11,"13,170.18","13,225.62","13,144.09","13,198.37"
2019-11-12,"13,243.53","13,308.26","13,214.66","13,283.51"
2019-11-13,"13,244.05","13,273.82","13,139.25","13,230.07"
2019-11-14,"13,198.33","13,219.30","13,159.69","13,180.23"
2019-11-15,"13,261.72","13,261.72","13,172.89","13,241.75"
2019-11-16,"13,261.72","13,261.72","13,172.89","13,241.75"
2019-11-17,"13,261.72","13,261.72","13,172.89","13,241.75"
2019-11-18,"13,255.78","13,282.41","13,137.88","13,207.01"
2019-11-19,"13,235.28","13,374.27","13,187.91","13,221.12"
2019-11-20,"13,127.45","13,182.22","13,071.33","13,158.14"
2019-11-21,"13,083.00","13,171.85","13,043.90","13,137.70"
2019-11-22,"13,145.77","13,244.57","13,120.63","13,163.88"
2019-11-23,"13,145.77","13,244.57","13,120.63","13,163.88"
2019-11-24,"13,145.77","13,244.57","13,120.63","13,163.88"
2019-11-25,"13,247.51","13,268.97","13,210.25","13,246.45"
2019-11-26,"13,256.40","13,261.98","13,193.75","13,236.42"
2019-11-27,"13,291.09","13,314.92","13,219.43","13,287.07"
2019-11-28,"13,247.61","13,259.29","13,215.71","13,245.58"
2019-11-29,"13,179.25","13,290.33","13,165.07","13,236.38"
2019-11-30,"13,179.25","13,290.33","13,165.07","13,236.38"
2019-12-01,"13,179.25","13,290.33","13,165.07","13,236.38"
2019-12-02,"13,264.93","13,338.25","12,954.50","12,964.68"
2019-12-03,"13,039.61","13,086.03","12,927.07","12,989.29"
2019-12-04,"12,998.66","13,157.36","12,995.32","13,140.57"
2019-12-05,"13,144.38","13,188.64","13,054.80","13,054.80"
2019-12-06,"13,087.51","13,171.21","13,055.98","13,166.58"
2019-12-07,"13,087.51","13,171.21","13,055.98","13,166.58"
2019-12-08,"13,087.51","13,171.21","13,055.98","13,166.58"
2019-12-09,"13,147.57","13,170.77","13,100.24","13,105.61"
2019-12-10,"13,065.83","13,091.71","12,886.55","13,070.72"
2019-12-11,"13,075.43","13,169.77","13,042.70","13,146.74"
2019-12-12,"13,167.56","13,287.81","13,105.07","13,221.64"
2019-12-13,"13,383.26","13,423.41","13,255.55","13,282.72"
2019-12-14,"13,383.26","13,423.41","13,255.55","13,282.72"
2019-12-15,"13,383.26","13,423.41","13,255.55","13,282.72"
2019-12-16,"13,349.86","13,425.85","13,338.38","13,407.66"
2019-12-17,"13,391.27","13,394.47","13,269.43","13,287.83"
2019-12-18,"13,266.35","13,286.00","13,215.88","13,222.16"
2019-12-19,"13,226.70","13,248.98","13,140.22","13,211.96"
2019-12-20,"13,210.26","13,324.11","13,201.80","13,318.90"
2019-12-21,"13,210.26","13,324.11","13,201.80","13,318.90"
2019-12-22,"13,210.26","13,324.11","13,201.80","13,318.90"
2019-12-23,"13,304.77","13,331.86","13,285.55","13,300.98"
2019-12-24,"13,304.77","13,331.86","13,285.55","13,300.98"
2019-12-25,"13,304.77","13,331.86","13,285.55","13,300.98"
2019-12-26,"13,304.77","13,331.86","13,285.55","13,300.98"
2019-12-27,"13,338.32","13,381.44","13,311.52","13,337.11"
2019-12-28,"13,338.32","13,381.44","13,311.52","13,337.11"
2019-12-29,"13,338.32","13,381.44","13,311.52","13,337.11"
2019-12-30,"13,301.43","13,316.62","13,244.17","13,249.01"
2019-12-31,,,,"13,249.01"
2020-01-01,,,,"13,249.01"
2020-01-02,"13,233.71","13,425.03","13,225.16","13,385.93"
2020-01-03,"13,266.39","13,282.74","13,120.72","13,219.14"
2020-01-04,"13,266.39","13,282.74","13,120.72","13,219.14"
2020-01-05,"13,266.39","13,282.74","13,120.72","13,219.14"
2020-01-06,"13,085.49","13,143.11","12,948.17","13,126.99"
2020-01-07,"13,199.59","13,283.88","13,166.40","13,226.83"
2020-01-08,"13,140.49","13,334.04","13,106.27","13,320.18"
2020-01-09,"13,474.76","13,523.34","13,456.78","13,495.06"
2020-01-10,"13,533.46","13,548.20","13,483.31","13,483.31"
2020-01-11,"13,533.46","13,548.20","13,483.31","13,483.31"
2020-01-12,"13,533.46","13,548.20","13,483.31","13,483.31"
2020-01-13,"13,521.86","13,529.21","13,404.72","13,451.52"
2020-01-14,"13,439.20","13,487.90","13,362.20","13,456.49"
2020-01-15,"13,444.95","13,458.91","13,388.48","13,432.30"
2020-01-16,"13,463.46","13,492.74","13,382.98","13,429.43"
2020-01-17,"13,513.48","13,557.78","13,497.30","13,526.13"
2020-01-18,"13,513.48","13,557.78","13,497.30","13,526.13"
2020-01-19,"13,513.48","13,557.78","13,497.30","13,526.13"
2020-01-20,"13,503.83","13,550.83","13,487.21","13,548.94"
2020-01-21,"13,456.90","13,560.68","13,443.25","13,555.87"
2020-01-22,"13,601.65","13,640.06","13,498.03","13,515.75"
2020-01-23,"13,455.90","13,486.14","13,382.23","13,388.42"
2020-01-24,"13,512.84","13,604.85","13,510.79","13,576.68"
2020-01-25,"13,512.84","13,604.85","13,510.79","13,576.68"
2020-01-26,"13,512.84","13,604.85","13,510.79","13,576.68"
2020-01-27,"13,374.99","13,399.42","13,195.28","13,204.77"
2020-01-28,"13,274.01","13,327.12","13,163.36","13,323.69"
2020-01-29,"13,316.42","13,371.30","13,296.03","13,345.00"
2020-01-30,"13,186.49","13,262.18","13,118.97","13,157.12"
2020-01-31,"13,196.80","13,208.47","12,973.70","12,981.97"
2020-02-01,"13,196.80","13,208.47","12,973.70","12,981.97"
2020-02-02,"13,196.80","13,208.47","12,973.70","12,981.97"
2020-02-03,"13,033.17","13,077.57","12,987.53","13,045.19"
2020-02-04,"13,135.61","13,282.63","13,131.07","13,281.74"
2020-02-05,"13,224.27","13,488.58","13,223.14","13,478.33"
2020-02-06,"13,570.33","13,606.97","13,533.66","13,574.82"
2020-02-07,"13,530.77","13,551.03","13,463.98","13,513.81"
2020-02-08,"13,530.77","13,551.03","13,463.98","13,513.81"
2020-02-09,"13,530.77","13,551.03","13,463.98","13,513.81"
2020-02-10,"13,476.00","13,501.74","13,445.41","13,494.03"
2020-02-11,"13,604.74","13,668.43","13,557.96","13,627.84"
2020-02-12,"13,671.15","13,758.70","13,658.15","13,749.78"
2020-02-13,"13,695.93","13,745.43","13,576.96","13,745.43"
2020-02-14,"13,756.47","13,788.51","13,728.12","13,744.21"
2020-02-15,"13,756.47","13,788.51","13,728.12","13,744.21"
2020-02-16,"13,756.47","13,788.51","13,728.12","13,744.21"
2020-02-17,"13,770.67","13,795.24","13,754.04","13,783.89"
2020-02-18,"13,668.94","13,731.39","13,660.45","13,681.19"
2020-02-19,"13,751.05","13,789.00","13,710.78","13,789.00"
2020-02-20,"13,774.44","13,788.41","13,664.00","13,664.00"
2020-02-21,"13,609.94","13,689.23","13,500.50","13,579.33"
2020-02-22,"13,609.94","13,689.23","13,500.50","13,579.33"
2020-02-23,"13,609.94","13,689.23","13,500.50","13,579.33"
2020-02-24,"13,231.38","13,236.58","12,982.14","13,035.24"
2020-02-25,"13,132.04","13,132.04","12,778.66","12,790.49"
2020-02-26,"12,682.16","12,849.17","12,368.05","12,774.88"
2020-02-27,"12,526.60","12,593.62","12,211.63","12,367.46"
2020-02-28,"11,891.87","12,008.59","11,724.12","11,890.35"
2020-02-29,"11,891.87","12,008.59","11,724.12","11,890.35"
2020-03-01,"11,891.87","12,008.59","11,724.12","11,890.35"
2020-03-02,"12,030.27","12,121.60","11,624.63","11,857.87"
2020-03-03,"12,013.06","12,272.99","11,906.82","11,985.39"
2020-03-04,"11,992.59","12,199.82","11,929.24","12,127.69"
2020-03-05,"12,191.41","12,207.77","11,844.88","11,944.72"
2020-03-06,"11,694.56","11,769.85","11,447.20","11,541.87"
2020-03-07,"11,694.56","11,769.85","11,447.20","11,541.87"
2020-03-08,"11,694.56","11,769.85","11,447.20","11,541.87"
2020-03-09,"10,690.08","10,995.22","10,556.64","10,625.02"
2020-03-10,"10,724.98","11,032.29","10,423.90","10,475.49"
2020-03-11,"10,601.85","10,761.43","10,390.51","10,438.68"
2020-03-12,"9,863.99","9,932.56","9,139.12","9,161.13"
2020-03-13,"9,480.78","9,985.74","9,064.68","9,232.08"
2020-03-14,"9,480.78","9,985.74","9,064.68","9,232.08"
2020-03-15,"9,480.78","9,985.74","9,064.68","9,232.08"
2020-03-16,"8,728.48","8,967.11","8,255.65","8,742.25"
2020-03-17,"9,141.17","9,145.93","8,423.56","8,939.10"
2020-03-18,"8,613.35","8,670.41","8,400.18","8,441.71"
2020-03-19,"8,495.94","8,668.48","8,257.53","8,610.43"
2020-03-20,"9,080.49","9,201.07","8,838.30","8,928.95"
2020-03-21,"9,080.49","9,201.07","8,838.30","8,928.95"
2020-03-22,"9,080.49","9,201.07","8,838.30","8,928.95"
2020-03-23,"8,536.33","9,071.14","8,480.28","8,741.15"
2020-03-24,"9,242.06","9,700.57","9,102.17","9,700.57"
2020-03-25,"9,987.37","10,137.62","9,460.91","9,874.26"
2020-03-26,"9,621.24","10,000.96","9,526.17","10,000.96"
2020-03-27,"9,793.50","9,886.18","9,541.83","9,632.52"
2020-03-28,"9,793.50","9,886.18","9,541.83","9,632.52"
2020-03-29,"9,793.50","9,886.18","9,541.83","9,632.52"
2020-03-30,"9,725.88","9,817.51","9,453.79","9,815.97"
2020-03-31,"9,970.79","10,096.42","9,703.88","9,935.84"
2020-04-01,"9,610.67","9,686.46","9,498.05","9,544.75"
2020-04-02,"9,587.45","9,650.27","9,337.02","9,570.82"
2020-04-03,"9,535.27","9,626.72","9,470.20","9,525.77"
2020-04-04,"9,535.27","9,626.72","9,470.20","9,525.77"
2020-04-05,"9,535.27","9,626.72","9,470.20","9,525.77"
2020-04-06,"9,889.03","10,097.31","9,841.49","10,075.17"
2020-04-07,"10,464.11","10,590.41","10,225.02","10,356.70"
2020-04-08,"10,301.56","10,340.79","10,198.22","10,332.89"
2020-04-09,"10,490.65","10,649.79","10,311.70","10,564.74"
2020-04-10,"10,490.65","10,649.79","10,311.70","10,564.74"
2020-04-11,"10,490.65","10,649.79","10,311.70","10,564.74"
2020-04-12,"10,490.65","10,649.79","10,311.70","10,564.74"
2020-04-13,"10,490.65","10,649.79","10,311.70","10,564.74"
2020-04-14,"10,733.97","10,820.17","10,658.96","10,696.56"
2020-04-15,"10,678.19","10,678.19","10,243.11","10,279.76"
2020-04-16,"10,420.26","10,438.37","10,236.24","10,301.54"
2020-04-17,"10,607.35","10,756.78","10,542.71","10,625.78"
2020-04-18,"10,607.35","10,756.78","10,542.71","10,625.78"
2020-04-19,"10,607.35","10,756.78","10,542.71","10,625.78"
2020-04-20,"10,704.35","10,707.31","10,444.55","10,675.90"
2020-04-21,"10,519.44","10,524.73","10,249.85","10,249.85"
2020-04-22,"10,370.25","10,425.02","10,321.20","10,415.03"
2020-04-23,"10,437.38","10,608.39","10,325.11","10,513.79"
